기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2021	관악구	행운동	남자	13,982.5	267	313.5	300	364	923	2,410.5	1,977	1,212	957.5	903	857	820.5	773.5	671.5	542.5	371.5	234	66.5	17.5	0.5	-
2021	관악구	행운동	여자	14,816.5	258.5	283	285.5	386	1,381	2,755.5	1,649	1,109	890	803	900	824	918.5	776.5	675.5	473.5	252	136.5	44	13	2.5
2021	관악구	낙성대동	계	16,715	259.5	382	361	447	1,879	3,626	2,249.5	1,245.5	1,031.5	919	855.5	760.5	745.5	596	509	440.5	254	114.5	27.5	10	2
2021	관악구	낙성대동	남자	8,408	144.5	190	170.5	216.5	798	1,837.5	1,252	674	564.5	477.5	446.5	398.5	374	270.5	237.5	199.5	105.5	40	10.5	0.5	-
2021	관악구	낙성대동	여자	8,307	115	192	190.5	230.5	1,081	1,788.5	997.5	571.5	467	441.5	409	362	371.5	325.5	271.5	241	148.5	74.5	17	9.5	2
2021	관악구	중앙동	계	15,009.5	190.5	218.5	219	347	1,449.5	2,970.5	1,919	1,081.5	827.5	858	893	836	906	738	601.5	497	295	125	28.5	7	1.5
2021	관악구	중앙동	남자	7,188.5	101.5	124.5	102	168	537	1,305	1,040.5	594.5	443	468.5	440	417	433	337.5	265	229	129.5	44.5	6	2.5	-
2021	관악구	중앙동	여자	7,821	89	94	117	179	912.5	1,665.5	878.5	487	384.5	389.5	453	419	473	400.5	336.5	268	165.5	80.5	22.5	4.5	1.5
2021	관악구	인헌동	계	25,711.5	492	591.5	662	862.5	2,014	3,788.5	2,918.5	1,991	1,696	1,779.5	1,788	1,637.5	1,559.5	1,362	1,014.5	812	478	190.5	53.5	19	1.5
2021	관악구	인헌동	남자	12,511	256.5	304.5	358	434	884	1,851	1,514.5	1,041	882.5	891	834	823	710.5	624.5	452	343.5	211.5	73	18.5	3.5	-
2021	관악구	인헌동	여자	13,200.5	235.5	287	304	428.5	1,130	1,937.5	1,404	950	813.5	888.5	954	814.5	849	737.5	562.5	468.5	266.5	117.5	35	15.5	1.5
2021	관악구	남현동	계	18,031	448.5	512.5	353	432	1,303	2,623	2,125.5	1,532	1,177.5	1,036	1,280.5	1,229.5	1,273	932	757.5	531	302.5	123	41.5	16.5	1
2021	관악구	남현동	남자	8,712.5	225.5	279	174	199	555	1,223.5	1,132	812	604.5	535.5	567.5	589	576	411.5	349.5	253.5	158.5	54.5	10	2.5	-
2021	관악구	남현동	여자	9,318.5	223	233.5	179	233	748	1,399.5	993.5	720	573	500.5	713	640.5	697	520.5	408	277.5	144	68.5	31.5	14	1
2021	관악구	서원동	계	22,459.5	319.5	338.5	324	505	2,025	4,374.5	2,754	1,811	1,392	1,310.5	1,358	1,350	1,377.5	1,102	817.5	693.5	415	140	40.5	8.5	3
2021	관악구	서원동	남자	11,580	164	175.5	178.5	252.5	855.5	2,404	1,617	1,050	776	701	667.5	639.5	633.5	497	377	342	187.5	48	12	1	1
2021	관악구	서원동	여자	10,879.5	155.5	163	145.5	252.5	1,169.5	1,970.5	1,137	761	616	609.5	690.5	710.5	744	605	440.5	351.5	227.5	92	28.5	7.5	2
2021	관악구	신원동	계	17,814	241	317.5	331	485	1,486	2,873	1,902.5	1,279	1,091	1,103	1,227	1,135	1,195.5	997.5	822.5	686	400.5	172.5	47	18.5	3
2021	관악구	신원동	남자	8,975	115	148.5	163.5	247.5	685.5	1,540	1,096.5	732	604	586.5	623	556	542	426	366.5	309	154.5	69.5	7	1.5	1
2021	관악구	신원동	여자	8,839	126	169	167.5	237.5	800.5	1,333	806	547	487	516.5	604	579	653.5	571.5	456	377	246	103	40	17	2
2021	관악구	서림동	계	23,077	344	427.5	470	581.5	1,915.5	3,634.5	2,658	1,937.5	1,631	1,513	1,568	1,475	1,489.5	1,234.5	857	691.5	409	167	58	13.5	1.5
2021	관악구	서림동	남자	12,692.5	175	223	245.5	294	915.5	2,175	1,655.5	1,192	1,002.5	909.5	849	763.5	721.5	582	416.5	313.5	186	62	11	-	-
2021	관악구	서림동	여자	10,384.5	169	204.5	224.5	287.5	1,000	1,459.5	1,002.5	745.5	628.5	603.5	719	711.5	768	652.5	440.5	378	223	105	47	13.5	1.5
2021	관악구	신사동	계	22,353	347.5	421.5	472	617	2,050	3,759.5	2,341.5	1,561.5	1,308	1,526.5	1,648.5	1,486	1,433.5	1,133.5	909.5	702	400.5	174.5	51.5	8	0.5
2021	관악구	신사동	남자	11,195.5	177.5	231	244.5	338	863.5	1,882.5	1,362	853.5	688	777.5	804.5	744	705	522.5	399.5	327	192.5	72	9	1.5	-
2021	관악구	신사동	여자	11,157.5	170	190.5	227.5	279	1,186.5	1,877	979.5	708	620	749	844	742	728.5	611	510	375	208	102.5	42.5	6.5	0.5
2021	관악구	신림동	계	21,720.5	191	154	164.5	314.5	2,557	5,937	3,620	1,991.5	1,349	1,038.5	915.5	795.5	809.5	627.5	516.5	396.5	215.5	91.5	27	6	2.5
2021	관악구	신림동	남자	11,377	91	84.5	88.5	150.5	931	3,161.5	2,090	1,163	771.5	611	545	418	404	286.5	227.5	202.5	106.5	38	5	1	0.5
2021	관악구	신림동	여자	10,343.5	100	69.5	76	164	1,626	2,775.5	1,530	828.5	577.5	427.5	370.5	377.5	405.5	341	289	194	109	53.5	22	5	2
2021	관악구	난향동	계	15,322	455	700.5	671	741	885	826.5	807	1,024	1,320	1,543.5	1,368	1,153	1,181	902.5	726	521.5	314	139	37	6	0.5
2021	관악구	난향동	남자	7,513	211	369	337.5	381	456	418	393.5	500.5	657	783	703	577	548	409.5	338.5	244	140	39	6.5	1	-
2021	관악구	난향동	여자	7,809	244	331.5	333.5	360	429	408.5	413.5	523.5	663	760.5	665	576	633	493	387.5	277.5	174	100	30.5	5	0.5
2021	관악구	조원동	계	17,178.5	280	356.5	376.5	450.5	1,244	2,791	1,914	1,303	1,151	1,062.5	1,129	1,196.5	1,200.5	950	721	512.5	336.5	146	51.5	5	1
2021	관악구	조원동	남자	8,652	138	178.5	196	225.5	498	1,325	1,047	740	606	560	618	621.5	594	467.5	357.5	248	155.5	58.5	16.5	1	-
2021	관악구	조원동	여자	8,526.5	142	178	180.5	225	746	1,466	867	563	545	502.5	511	575	606.5	482.5	363.5	264.5	181	87.5	35	4	1
2021	관악구	대학동	계	23,129	302	388	427.5	522	2,142.5	3,836	2,751.5	1,991	1,689	1,729.5	1,693	1,433	1,298	1,011.5	753.5	556	380.5	164	51	9.5	-
2021	관악구	대학동	남자	13,933	151.5	199.5	206	278.5	1,055	2,485.5	1,875.5	1,345.5	1,137	1,171.5	1,104	857.5	687.5	515	363	236.5	177.5	71	13	2.5	-
2021	관악구	대학동	여자	9,196	150.5	188.5	221.5	243.5	1,087.5	1,350.5	876	645.5	552	558	589	575.5	610.5	496.5	390.5	319.5	203	93	38	7	-
2021	관악구	은천동	계	33,265.5	825.5	1,188	1,347.5	1,277	2,041.5	3,366.5	2,751	2,479	2,540.5	2,560	2,494	2,310	2,334	1,965.5	1,518	1,191.5	699.5	266	91.5	17	2
2021	관악구	은천동	남자	16,234.5	440	623	687.5	653.5	948.5	1,608	1,422	1,269.5	1,298.5	1,324.5	1,242	1,136	1,049	892.5	690	528.5	300	105.5	14.5	0.5	1
2021	관악구	은천동	여자	17,031	385.5	565	660	623.5	1,093	1,758.5	1,329	1,209.5	1,242	1,235.5	1,252	1,174	1,285	1,073	828	663	399.5	160.5	77	16.5	1
2021	관악구	성현동	계	29,424	772	1,167.5	1,399.5	1,467	1,850	2,007	1,761.5	2,011.5	2,302	2,610.5	2,566	2,132	2,130.5	1,714	1,369.5	1,087.5	686.5	269.5	102	14	4
2021	관악구	성현동	남자	14,207	393.5	615.5	728.5	770	948.5	970	880	1,009.5	1,117	1,312.5	1,266	1,024.5	957	769.5	589	471.5	269.5	80	33.5	1.5	-
2021	관악구	성현동	여자	15,217	378.5	552	671	697	901.5	1,037	881.5	1,002	1,185	1,298	1,300	1,107.5	1,173.5	944.5	780.5	616	417	189.5	68.5	12.5	4
2021	관악구	청룡동	계	34,818	591	639	672.5	928.5	3,922	7,415.5	4,264.5	2,531	1,954.5	1,983.5	1,954	1,777.5	1,843	1,430.5	1,218	902	505	198	69.5	16	2.5
2021	관악구	청룡동	남자	16,744.5	297	307	326	455.5	1,523.5	3,489.5	2,278.5	1,344	1,012.5	1,034	960	908.5	856.5	650.5	548	428.5	221	82	17.5	4.5	-
2021	관악구	청룡동	여자	18,073.5	294	332	346.5	473	2,398.5	3,926	1,986	1,187	942	949.5	994	869	986.5	780	670	473.5	284	116	52	11.5	2.5
2021	관악구	난곡동	계	26,863	521.5	693	816	1,033.5	1,656.5	2,416	1,915	1,709.5	1,740.5	2,051	2,268	2,474	2,296.5	1,754.5	1,471	1,037.5	638.5	264	85	16.5	5
2021	관악구	난곡동	남자	13,474.5	269.5	329.5	446.5	550.5	839	1,267	1,042	943.5	925	1,076.5	1,124.5	1,172	1,120	816	699	478	267	88	19	2	-
2021	관악구	난곡동	여자	13,388.5	252	363.5	369.5	483	817.5	1,149	873	766	815.5	974.5	1,143.5	1,302	1,176.5	938.5	772	559.5	371.5	176	66	14.5	5
2021	관악구	삼성동	계	22,545.5	336	505	600.5	854	1,222	1,505.5	1,293	1,234.5	1,369.5	1,781.5	1,978.5	2,073.5	2,241	1,786.5	1,454	1,105.5	731	306.5	133.5	29.5	4.5
2021	관악구	삼성동	남자	11,280.5	183	262.5	319	453.5	652.5	804.5	749.5	685.5	736	939	1,019	1,019	1,047	829.5	661	477	296	104.5	33	9.5	-
2021	관악구	삼성동	여자	11,265	153	242.5	281.5	400.5	569.5	701	543.5	549	633.5	842.5	959.5	1,054.5	1,194	957	793	628.5	435	202	100.5	20	4.5
2021	관악구	미성동	계	30,593	669.5	1,002.5	1,050	1,211.5	1,961.5	2,793.5	2,143.5	2,071.5	2,150.5	2,406.5	2,451.5	2,425	2,576	2,070.5	1,568	1,064	639	234.5	86.5	12.5	5
2021	관악구	미성동	남자	14,977.5	358	484.5	543.5	595	939.5	1,400.5	1,117	1,073	1,110.5	1,227	1,156	1,191	1,197.5	944.5	745	517	281.5	71.5	22.5	1	1.5
2021	관악구	미성동	여자	15,615.5	311.5	518	506.5	616.5	1,022	1,393	1,026.5	998.5	1,040	1,179.5	1,295.5	1,234	1,378.5	1,126	823	547	357.5	163	64	11.5	3.5
2021	서초구	소계	계	411,435	12,548.5	20,188	22,990	21,710.5	24,217.5	28,875.5	28,859.5	31,740.5	36,299	38,503.5	34,468.5	26,893.5	25,805.5	20,667	15,465.5	10,827.5	6,419	3,266.5	1,319	326.5	44
2021	서초구	소계	남자	196,791	6,511.5	10,359.5	11,690	11,087.5	11,832.5	13,654.5	13,376	14,499.5	16,551.5	18,500.5	17,220.5	13,110	11,994	9,451	7,100.5	5,216	2,976	1,224	353	74	9
2021	서초구	소계	여자	214,644	6,037	9,828.5	11,300	10,623	12,385	15,221	15,483.5	17,241	19,747.5	20,003	17,248	13,783.5	13,811.5	11,216	8,365	5,611.5	3,443	2,042.5	966	252.5	35
2021	서초구	서초1동	계	20,419	572	859	961	950	1,168.5	1,623.5	1,669	1,823	1,841	1,853	1,609	1,314.5	1,255	1,052	779.5	524.5	303.5	172.5	68.5	19.5	0.5
2021	서초구	서초1동	남자	9,816	313	442.5	488	501.5	580.5	755	802	814	863	896.5	795.5	616	579.5	512	375	258	139.5	56.5	19	9	-
2021	서초구	서초1동	여자	10,603	259	416.5	473	448.5	588	868.5	867	1,009	978	956.5	813.5	698.5	675.5	540	404.5	266.5	164	116	49.5	10.5	0.5
2021	서초구	서초2동	계	23,386	896.5	1,174	1,126	1,027	1,327.5	1,917.5	2,322.5	2,223.5	2,176.5	2,082	1,768.5	1,318.5	1,239	1,031	757.5	521	273.5	131	55.5	16	1.5
2021	서초구	서초2동	남자	11,169	449	571.5	603.5	539.5	602.5	861	1,049.5	1,015.5	1,019	1,019.5	909.5	638	576	481	349	257	147	56.5	19	4	1.5
2021	서초구	서초2동	여자	12,217	447.5	602.5	522.5	487.5	725	1,056.5	1,273	1,208	1,157.5	1,062.5	859	680.5	663	550	408.5	264	126.5	74.5	36.5	12	-
2021	서초구	서초3동	계	31,667.5	826	937	1,181.5	1,615	2,274	3,036.5	2,926	2,467	2,314.5	2,646.5	2,641.5	2,156.5	2,043.5	1,575.5	1,211.5	884	531	271	99.5	26.5	3
2021	서초구	서초3동	남자	15,317.5	440	480	667.5	936	1,098.5	1,345.5	1,348.5	1,189.5	1,078	1,248.5	1,303	1,068	964.5	734.5	590	434	244.5	110	28	7.5	1.5
2021	서초구	서초3동	여자	16,350	386	457	514	679	1,175.5	1,691	1,577.5	1,277.5	1,236.5	1,398	1,338.5	1,088.5	1,079	841	621.5	450	286.5	161	71.5	19	1.5
2021	서초구	서초4동	계	30,527.5	937.5	1,955	2,303	1,874.5	1,893.5	1,612.5	1,426.5	2,085	2,967.5	3,195.5	2,797.5	1,933.5	1,601	1,365.5	1,037	738	471	227.5	90	13.5	2.5
2021	서초구	서초4동	남자	14,875	492	1,036.5	1,179	984.5	969	739.5	647	853.5	1,339	1,520.5	1,458.5	1,021.5	755	646.5	483.5	376.5	240	101	28	4	-
2021	서초구	서초4동	여자	15,652.5	445.5	918.5	1,124	890	924.5	873	779.5	1,231.5	1,628.5	1,675	1,339	912	846	719	553.5	361.5	231	126.5	62	9.5	2.5
2021	서초구	잠원동	계	26,966	735.5	1,319	1,806	1,610.5	1,695.5	1,785.5	1,642.5	1,900.5	2,423	2,802	2,672	1,819.5	1,579	1,165.5	804.5	532.5	349.5	217	84	18.5	4
2021	서초구	잠원동	남자	12,950	378.5	694.5	933.5	812	853.5	832.5	756.5	860	1,052.5	1,323.5	1,365.5	914	778	533.5	367	242	142	83	20.5	6	1.5
2021	서초구	잠원동	여자	14,016	357	624.5	872.5	798.5	842	953	886	1,040.5	1,370.5	1,478.5	1,306.5	905.5	801	632	437.5	290.5	207.5	134	63.5	12.5	2.5
2021	서초구	반포본동	계	6,695	124.5	220	491	609	505	351	247.5	269.5	470.5	801	743.5	475	384	305.5	292	221	113.5	51	15	3.5	2
2021	서초구	반포본동	남자	3,179.5	67.5	117	237.5	316	236	181	118.5	115.5	180	346.5	376.5	239.5	196.5	139	113	112	60	21	5	1	0.5
2021	서초구	반포본동	여자	3,515.5	57	103	253.5	293	269	170	129	154	290.5	454.5	367	235.5	187.5	166.5	179	109	53.5	30	10	2.5	1.5
2021	서초구	반포1동	계	32,739.5	1,088	2,096.5	2,052	1,606.5	1,757.5	2,416.5	2,540.5	2,907	3,460	3,272	2,490	1,726.5	1,679	1,361	981	681	347	184.5	66.5	21.5	5
2021	서초구	반포1동	남자	15,880.5	566.5	1,035	1,060	807	767	1,144.5	1,214	1,293.5	1,617	1,729.5	1,347.5	881	784	621.5	447	316.5	161.5	66.5	16.5	4	0.5
2021	서초구	반포1동	여자	16,859	521.5	1,061.5	992	799.5	990.5	1,272	1,326.5	1,613.5	1,843	1,542.5	1,142.5	845.5	895	739.5	534	364.5	185.5	118	50	17.5	4.5
2021	서초구	반포2동	계	15,551.5	556	1,214	1,618.5	1,184.5	780.5	551.5	471	920	1,630	1,945	1,319.5	810.5	708.5	591.5	503.5	383.5	224	96	28	14	1.5
2021	서초구	반포2동	남자	7,435.5	301	632.5	814	566	370	276.5	192	346	683.5	932	737	421.5	337	278.5	209	183.5	102.5	46.5	5	-	1.5
2021	서초구	반포2동	여자	8,116	255	581.5	804.5	618.5	410.5	275	279	574	946.5	1,013	582.5	389	371.5	313	294.5	200	121.5	49.5	23	14	-
2021	서초구	반포3동	계	21,860	753.5	1,168	1,545	1,466.5	1,349	1,076.5	1,044.5	1,444.5	1,942.5	2,495	2,101.5	1,393.5	1,233	974.5	734	524.5	347.5	166.5	80	18	2
2021	서초구	반포3동	남자	10,405	371.5	625	799.5	739	679	526	456.5	644.5	816	1,159	1,075.5	711	567	439	324	238	145.5	63	22	4	-
2021	서초구	반포3동	여자	11,455	382	543	745.5	727.5	670	550.5	588	800	1,126.5	1,336	1,026	682.5	666	535.5	410	286.5	202	103.5	58	14	2
2021	서초구	반포4동	계	18,958	675	982.5	1,077	1,103	1,106.5	1,126.5	1,147	1,377	1,695.5	1,820.5	1,609	1,251	1,219	1,044.5	732.5	476.5	269	158	67.5	18.5	2
2021	서초구	반포4동	남자	8,928	348.5	511.5	569	547.5	570.5	504.5	498.5	612.5	732	849.5	768	596.5	551.5	484.5	345	224	129.5	57.5	25	1.5	1
2021	서초구	반포4동	여자	10,030	326.5	471	508	555.5	536	622	648.5	764.5	963.5	971	841	654.5	667.5	560	387.5	252.5	139.5	100.5	42.5	17	1
2021	서초구	방배본동	계	20,625.5	453.5	999.5	1,337	1,444	1,310	1,312	1,114.5	1,235	1,734	2,106.5	1,992.5	1,387.5	1,253	969	733.5	537	392.5	218	73.5	21	2
2021	서초구	방배본동	남자	9,564	246.5	491.5	603.5	694.5	615.5	612	487.5	545.5	731.5	958.5	985.5	710.5	573	464.5	329	233	161.5	93	24.5	3	-
2021	서초구	방배본동	여자	11,061.5	207	508	733.5	749.5	694.5	700	627	689.5	1,002.5	1,148	1,007	677	680	504.5	404.5	304	231	125	49	18	2
2021	서초구	방배1동	계	16,786	499.5	627	592	729.5	1,072.5	1,322.5	1,447	1,428	1,376	1,337.5	1,337	1,077	1,160	929.5	747.5	564	326.5	143.5	57.5	9.5	2.5
2021	서초구	방배1동	남자	7,851	269	306	294	406.5	539.5	607	655.5	652.5	634	615.5	622.5	491	492.5	431	331	270	159.5	52	20.5	0.5	1
2021	서초구	방배1동	여자	8,935	230.5	321	298	323	533	715.5	791.5	775.5	742	722	714.5	586	667.5	498.5	416.5	294	167	91.5	37	9	1.5
2021	서초구	방배2동	계	19,446	520	619.5	780.5	831.5	1,144	1,546	1,558.5	1,457.5	1,424	1,566.5	1,507.5	1,487.5	1,585.5	1,188.5	934.5	675	367	162	67.5	20.5	2.5
2021	서초구	방배2동	남자	9,108.5	264.5	313	396.5	416.5	569.5	773	692	697.5	684.5	705	683	676	696	528	430	324.5	183	55.5	15	5.5	-
2021	서초구	방배2동	여자	10,337.5	255.5	306.5	384	415	574.5	773	866.5	760	739.5	861.5	824.5	811.5	889.5	660.5	504.5	350.5	184	106.5	52.5	15	2.5
2021	서초구	방배3동	계	19,695	574	740	830.5	1,083	1,224	1,275.5	1,303.5	1,355	1,395	1,612	1,664.5	1,567	1,624	1,277.5	918	590.5	362.5	200	76	21.5	1
2021	서초구	방배3동	남자	9,519	298	382.5	388.5	596.5	625.5	663.5	604.5	652.5	638.5	743.5	780	738.5	770.5	604	452	296.5	182	75	19.5	7.5	-
2021	서초구	방배3동	여자	10,176	276	357.5	442	486.5	598.5	612	699	702.5	756.5	868.5	884.5	828.5	853.5	673.5	466	294	180.5	125	56.5	14	1
2021	서초구	방배4동	계	23,301	621	998	1,294.5	1,371.5	1,412.5	1,675	1,685	1,743	2,043.5	2,201	2,043	1,498.5	1,322.5	1,049.5	899.5	692.5	458	206	70.5	15	1
2021	서초구	방배4동	남자	10,619.5	323	481	600	622	640.5	715	746.5	760.5	877	1,021	989	716.5	637	450.5	395	319.5	225	84.5	13	3	-
2021	서초구	방배4동	여자	12,681.5	298	517	694.5	749.5	772	960	938.5	982.5	1,166.5	1,180	1,054	782	685.5	599	504.5	373	233	121.5	57.5	12	1
2021	서초구	양재1동	계	43,338	1,397	2,319	2,474	1,837	2,236	3,004	3,006	3,483.5	3,862.5	3,666.5	3,256	2,917.5	3,102.5	2,540.5	1,808.5	1,160.5	680	361	182.5	38.5	5
2021	서초구	양재1동	남자	20,688	689	1,222	1,277.5	919.5	1,101	1,467.5	1,469.5	1,641	1,825.5	1,836.5	1,586	1,363	1,382.5	1,092	820.5	556	283	107.5	43	5.5	-
2021	서초구	양재1동	여자	22,650	708	1,097	1,196.5	917.5	1,135	1,536.5	1,536.5	1,842.5	2,037	1,830	1,670	1,554.5	1,720	1,448.5	988	604.5	397	253.5	139.5	33	5
2021	서초구	양재2동	계	21,833.5	604	769.5	759.5	816.5	1,174.5	2,141	2,233.5	2,130	1,830.5	1,796.5	1,712	1,530.5	1,494.5	1,103.5	732.5	543	260.5	119.5	63.5	16.5	2
2021	서초구	양재2동	남자	10,911	328.5	423	378.5	416	582	1,097	1,142	1,114	923	925	855.5	735	727	488.5	344	261	116	42	9.5	3.5	-
2021	서초구	양재2동	여자	10,922.5	275.5	346.5	381	400.5	592.5	1,044	1,091.5	1,016	907.5	871.5	856.5	795.5	767.5	615	388.5	282	144.5	77.5	54	13	2
2021	서초구	내곡동	계	17,640	715	1,190.5	761	551	786.5	1,102	1,074.5	1,491.5	1,712.5	1,304.5	1,204	1,229	1,322.5	1,142.5	858.5	578.5	342.5	181.5	73.5	14.5	4
2021	서초구	내곡동	남자	8,574	365.5	594.5	400	267	432.5	553.5	495.5	691.5	857.5	670.5	582.5	572.5	626.5	522.5	396.5	314	154	53	20	4.5	-
2021	서초구	내곡동	여자	9,066	349.5	596	361	284	354	548.5	579	800	855	634	621.5	656.5	696	620	462	264.5	188.5	128.5	53.5	10	4
2021	강남구	소계	계	525,570	12,980.5	22,680.5	29,339	29,465.5	32,124	39,405	38,219.5	40,130	46,125	50,122.5	44,812	34,189.5	31,949	26,629.5	19,793.5	13,595	7,912.5	3,937	1,666.5	421.5	72.5
2021	강남구	소계	남자	251,561	6,712	11,725	15,309	15,396.5	15,592.5	18,543	17,871	18,121.5	20,787.5	23,799	22,574.5	16,961.5	14,868.5	11,988.5	9,130	6,631	3,641	1,411.5	397	88.5	12
2021	강남구	소계	여자	274,009	6,268.5	10,955.5	14,030	14,069	16,531.5	20,862	20,348.5	22,008.5	25,337.5	26,323.5	22,237.5	17,228	17,080.5	14,641	10,663.5	6,964	4,271.5	2,525.5	1,269.5	333	60.5
2021	강남구	신사동	계	15,883.5	355	569	759.5	871	969.5	1,173	1,124	1,105	1,251	1,514	1,382	1,039	896.5	832	742.5	598	402.5	204.5	72.5	20	3
2021	강남구	신사동	남자	7,372.5	189	299.5	375.5	434.5	448	529.5	496.5	495.5	556	661.5	667.5	512.5	417	380.5	313	278	194	99.5	17.5	7.5	-
2021	강남구	신사동	여자	8,511	166	269.5	384	436.5	521.5	643.5	627.5	609.5	695	852.5	714.5	526.5	479.5	451.5	429.5	320	208.5	105	55	12.5	3
2021	강남구	논현1동	계	21,753	323	351	372.5	481	1,383	3,039.5	3,017	2,483.5	2,015.5	1,580.5	1,462	1,200.5	1,200	978.5	769	544	327.5	154.5	51.5	14	5
2021	강남구	논현1동	남자	10,213	157	169	181.5	227	567	1,406.5	1,441	1,176	961.5	798.5	730.5	584	543	418.5	340.5	280.5	147	61	19	4	-
2021	강남구	논현1동	여자	11,540	166	182	191	254	816	1,633	1,576	1,307.5	1,054	782	731.5	616.5	657	560	428.5	263.5	180.5	93.5	32.5	10	5
2021	강남구	논현2동	계	20,672.5	458	608.5	591	691	1,288	2,147.5	2,222	2,078	1,911	1,711.5	1,554	1,280	1,126	996	849.5	608	324.5	155.5	50.5	20.5	1.5
2021	강남구	논현2동	남자	9,621.5	238.5	308	304.5	357	584.5	953.5	994	946	895	838.5	752.5	621	513	393	398.5	294.5	150	63	11.5	5	-
2021	강남구	논현2동	여자	11,051	219.5	300.5	286.5	334	703.5	1,194	1,228	1,132	1,016	873	801.5	659	613	603	451	313.5	174.5	92.5	39	15.5	1.5
2021	강남구	삼성1동	계	12,799	345	481	557.5	684	803.5	990	913	948	996	1,069.5	1,123	955	889.5	730	532	406	226.5	87	50	11	1.5
2021	강남구	삼성1동	남자	6,324	186	250.5	321.5	399.5	446.5	513	430	449.5	456.5	499.5	535.5	465.5	416.5	332.5	254	205	110.5	35.5	13.5	3	-
2021	강남구	삼성1동	여자	6,475	159	230.5	236	284.5	357	477	483	498.5	539.5	570	587.5	489.5	473	397.5	278	201	116	51.5	36.5	8	1.5
2021	강남구	삼성2동	계	29,678.5	875	1,464.5	1,835.5	1,692	1,703	2,154.5	2,250.5	2,541.5	3,076.5	3,164	2,602.5	1,614.5	1,320	1,113.5	944	716	380.5	146.5	67.5	13	3.5
2021	강남구	삼성2동	남자	14,162.5	450.5	796.5	989.5	951	882	948.5	998.5	1,053.5	1,341.5	1,487	1,315.5	830	615	485.5	404	342.5	202.5	52	13.5	3	0.5
2021	강남구	삼성2동	여자	15,516	424.5	668	846	741	821	1,206	1,252	1,488	1,735	1,677	1,287	784.5	705	628	540	373.5	178	94.5	54	10	3
2021	강남구	대치1동	계	24,277	383.5	1,470.5	2,853	2,598	1,524	885	559.5	901.5	2,355	3,491	2,513	1,361.5	1,049.5	874.5	645.5	400	243.5	102	54.5	10.5	1.5
2021	강남구	대치1동	남자	12,229	197	796.5	1,633	1,443	790	445.5	263	305.5	908	1,643	1,394	768	512.5	403.5	326	218	122	44.5	14.5	1	0.5
2021	강남구	대치1동	여자	12,048	186.5	674	1,220	1,155	734	439.5	296.5	596	1,447	1,848	1,119	593.5	537	471	319.5	182	121.5	57.5	40	9.5	1
2021	강남구	대치4동	계	19,745.5	259.5	454	924	1,559	1,545	1,798.5	1,736.5	1,491.5	1,672.5	2,256	1,972.5	1,168.5	887.5	634.5	583.5	446	228.5	86	35.5	6	0.5
2021	강남구	대치4동	남자	9,303	129.5	231.5	507.5	829	766.5	821	799.5	667.5	689.5	985	983.5	599.5	422	263.5	244.5	208	118.5	29.5	7.5	-	-
2021	강남구	대치4동	여자	10,442.5	130	222.5	416.5	730	778.5	977.5	937	824	983	1,271	989	569	465.5	371	339	238	110	56.5	28	6	0.5
2021	강남구	역삼1동	계	34,490.5	484.5	504	572.5	831	2,143	5,266.5	5,482	4,357	3,224.5	2,535.5	2,184	1,766	1,652	1,252	898	682	391.5	174.5	74	12	4
2021	강남구	역삼1동	남자	16,680.5	248	257	299	399.5	820	2,342	2,706.5	2,181.5	1,623.5	1,306.5	1,178.5	886.5	808	586	408.5	341.5	199.5	70.5	15	3	-
2021	강남구	역삼1동	여자	17,810	236.5	247	273.5	431.5	1,323	2,924.5	2,775.5	2,175.5	1,601	1,229	1,005.5	879.5	844	666	489.5	340.5	192	104	59	9	4
2021	강남구	역삼2동	계	35,595	926.5	1,834.5	2,896	2,567	2,039.5	2,364	2,291	2,632	3,843.5	4,549.5	3,207.5	1,659.5	1,324	1,135.5	985	708.5	377.5	174	55.5	21	3.5
2021	강남구	역삼2동	남자	16,668.5	492	893.5	1,385.5	1,206.5	857.5	1,028	1,009.5	1,121	1,649	2,224.5	1,739.5	908	647	459	416	351	186.5	73	16.5	5	-
2021	강남구	역삼2동	여자	18,926.5	434.5	941	1,510.5	1,360.5	1,182	1,336	1,281.5	1,511	2,194.5	2,325	1,468	751.5	677	676.5	569	357.5	191	101	39	16	3.5
2021	강남구	도곡1동	계	21,442.5	587.5	1,119	1,273.5	1,089.5	1,303	1,547.5	1,529.5	1,547.5	1,859.5	1,909	1,864.5	1,543.5	1,430.5	1,081	723.5	479	303	162.5	72	15.5	2
2021	강남구	도곡1동	남자	10,155	297	528.5	578.5	517.5	607	738.5	709	669.5	846	935	934	740	699	529	360	240.5	143.5	53	24	5.5	-
2021	강남구	도곡1동	여자	11,287.5	290.5	590.5	695	572	696	809	820.5	878	1,013.5	974	930.5	803.5	731.5	552	363.5	238.5	159.5	109.5	48	10	2
2021	강남구	도곡2동	계	33,032	898	1,917	2,414.5	2,344.5	2,121	1,731.5	1,440	1,936	2,884.5	3,441	3,110	2,306	1,851	1,644	1,259.5	828.5	509.5	256	105	33	1.5
